ID,INDIVIDUAL_ID,DATE,REGION,REEF,ZONING,SPECIES,LIFE_STAGE,FL,TL,Period
Plec03_H09,T16256,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,500,529,D
Plec03_H10,T26086,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,500,530,D
Plec05_B03,T26857,28/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,500,520,D
Plec06_E11,R24159,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,500,526,D
Plec05_G03,T01852,28/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,501,529,D
Plec06_H01,T01619,24/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,502,530,D
Plec01_A03,T26237,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,504,535,D
Plec03_F02,T25301,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,506,540,D
Plec31_D08,P.Ad-01380,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,510,548,D
Plec02_B03,T16548,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,510,540,D
Plec03_B10,T25961,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,510,536,D
Plec03_E06,T16260,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,510,530,D
Plec06_G08,T00676,21/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,510,540,D
Plec06_H12,T00234,19/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,510,525,D
Plec31_E01,P.Ad-01385,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,511,541,D
Plec30_F08,P.Ad-01309,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,512,526,D
Plec30_G04,P.Ad-01317,19/05/2012,Keppel Islands,40 Acre Paddock,HPZ,P. maculatus,Adult,512,542,D
Plec30_F09,P.Ad-01310,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,515,542,D
Plec05_A06,T25373,22/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,515,550,D
Plec05_C11,T19389,21/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,515,537,D
Plec05_E05,T26979,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,515,537,D
Plec01_G02,T00607,21/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,516,540,D
Plec03_B05,T19371,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,517,536,D
Plec01_C01,T19805,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,519,541,D
Plec30_B10,P.Ad-01263,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,520,545,D
Plec01_H09,T33221,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,520,545,D
Plec06_G05,T01620,26/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,520,540,D
Plec30_D07,P.Ad-01284,22/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,521,550,D
Plec05_D12,T16414,29/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,522,555,D
Plec03_D10,T25201,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,523,565,D
Plec05_H05,T01887,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,524,551,D
Plec01_G09,T00009,19/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,525,540,D
Plec02_F03,T19525,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,525,540,D
Plec05_H03,T16011,28/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,525,545,D
Plec29_H11,P.Ad-01238,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,528,560,D
Plec30_B11,P.Ad-01264,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,530,559,D
Plec30_C02,P.Ad-01267,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,530,556,D
Plec01_B11,T26866,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,530,552,D
Plec02_E01,T00906,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,530,550,D
Plec03_D02,T19259,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,530,560,D
Plec03_H03,T26043,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,530,548,D
Plec01_D08,T19802,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,532,562,D
Plec01_C02,T25405,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,533,561,D
Plec05_A08,T33141,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,535,569,D
Plec30_B08,P.Ad-01261,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,540,570,D
Plec06_H08,T00941,25/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,540,560,D
Plec30_C08,P.Ad-01273,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,550,578,D
Plec02_B02,T25613,22/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,550,570,D
Plec02_B11,T26709,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,550,570,D
Plec01_H04,T25514,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,551,581,D
Plec31_A04,P.Ad-01340,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,552,582,D
Plec01_F03,T26867,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,555,586,D
Plec05_A04,T26998,02/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,557,585,D
Plec06_F08,T00254,19/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,560,590,D
Plec02_F04,T25739,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,561,589,D
Plec06_E12,T25409,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,561,593,D
Plec01_F07,T25547,24/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,564,590,D
Plec06_G06,T00786,21/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,565,598,D
Plec01_H01,T19182,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,566,600,D
Plec01_D07,T25666,24/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,567,590,D
Plec30_F12,P.Ad-01313,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,570,592,D
Plec30_C05,P.Ad-01270,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,574,604,D
Plec02_D05,T01345,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,575,610,D
Plec02_D07,T20042,22/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,575,609,D
Plec30_C04,P.Ad-01269,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577,606,D
Plec30_C03,P.Ad-01268,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,579,640,D
Plec02_A01,T00908,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,580,610,D
Plec02_C03,T01180,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,580,620,D
Plec02_G02,T19541,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,580,620,D
Plec30_D09,P.Ad-01286,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,582,605,D
Plec30_D11,P.Ad-01288,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,582,613,D
Plec06_G12,T19362,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,582,611,D
Plec30_G07,P.Ad-01320,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,583,613,D
Plec30_B12,P.Ad-01265,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,585,620,D
Plec02_A03,T01314,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,587,627,D
Plec30_C01,P.Ad-01266,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,590,618,D
Plec02_B09,T19526,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,590,625,D
Plec02_F06,T25236,22/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,590,630,D
Plec31_A06,P.Ad-01342,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,591,625,D
Plec02_E07,T01336,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,591,626,D
Plec31_A05,P.Ad-01341,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,593,626,D
Plec31_A03,P.Ad-01339,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,594,622,D
Plec02_E05,T20021,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,595,630,D
Plec03_B07,T26328,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,596,625,D
Plec31_E04,P.Ad-01388,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,599,637,D
Plec01_F09,T19159,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,600,616,D
Plec02_B10,T19531,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,600,640,D
Plec30_G08,P.Ad-01321,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,602,633.821,D
Plec30_A07,P.Ad-01245,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,603,638,D
Plec31_D10,P.Ad-01382,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,605,641,D
Plec01_A06,T26215,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,605,635,D
Plec03_B01,T26156,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,607,638,D
Plec31_D12,P.Ad-01384,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,608,643,D
Plec01_A01,T25513,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,608,636,D
Plec30_C07,P.Ad-01272,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,609,642,D
Plec01_B10,T26851,28/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,610,640,D
Plec03_D12,T26048,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,610,640,D
Plec03_E09,T16566,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,610,640,D
Plec01_C03,T25769,24/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,611,639,D
Plec06_G04,T00197,20/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,614,648,D
Plec31_E02,P.Ad-01386,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,615,654,D
Plec03_H08,T26529,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,615,650,D
Plec02_A02,T16302,29/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,621,655,D
Plec30_A01,P.Ad-01239,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625,651,D
Plec02_A11,T16396,29/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,626,656,D
Plec02_C11,T20052,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,626,661,D
Plec30_A02,P.Ad-01240,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,666,D
Plec30_D08,P.Ad-01285,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,666,D
Plec31_E06,P.Ad-01390,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,660,D
Plec02_C01,T01223,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,670,D
Plec02_C06,T00928,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,660,D
Plec02_C09,T19519,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,665,D
Plec02_D02,T15623,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,670,D
Plec02_E02,T01333,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,630,670,D
Plec30_F07,P.Ad-01308,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,635,660,D
Plec02_A08,T19201,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,637,677,D
Plec31_D07,P.Ad-01379,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,640,675,D
Plec02_A04,T16520,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,640,660,D
Plec02_D09,T26134,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,640,678,D
Plec02_F08,R24172,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,640,680,D
Plec02_C10,T25049,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,645,680,D
Plec02_A07,N27073,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,647,693,D
Plec02_E06,T20026,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,648,681,D
Plec31_C01,P.Ad-01361,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,650,690,D
Plec02_A10,T16483,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,650,680,D
Plec02_C04,T16491,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,650,690,D
Plec02_G01,T25587,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,650,690,D
Plec02_E08,T20053,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,652,692,D
Plec02_E09,T20030,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,656,694,D
Plec02_G06,T26546,29/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,656,691,D
Plec31_D09,P.Ad-01381,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,658,691,D
Plec02_F09,R24183,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,660,700,D
Plec02_F12,T26131,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,660,705,D
Plec02_B04,T16344,29/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,665,700,D
Plec02_D08,T19521,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,665,695,D
Plec02_C05,T19404,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,670,705,D
Plec02_B06,T16499,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,679,715,D
Plec29_H09,P.Ad-01236,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,680,705,D
Plec01_E08,T26896,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,680,703,D
Plec02_E10,T26710,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,680,720,D
Plec02_C07,T20092,22/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,686,710,D
Plec02_C08,T20041,22/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,687,720,D
Plec02_D11,T01343,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,688,723,D
Plec02_F02,T25740,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,688,725,D
Plec02_A06,T16481,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,690,730,D
Plec02_A09,T16497,30/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,690,735,D
Plec02_F07,T00921,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,690,710,D
Plec02_D06,T19680,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,697,713,D
Plec02_E03,T15630,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,700,740,D
Plec02_F10,T01206,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,700,720,D
Plec02_D01,T00994,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,710,740,D
Plec02_B05,T00910,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,720,750,D
Plec02_F11,T15626,24/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,720,760,D
Plec02_G03,T19547,21/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,720,740,D
Plec03_C08,T26326,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,741,781,D
Plec20_H05,P.Ad-00960,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,434.1577438,450,D
Plec20_H06,P.Ad-00961,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec20_H07,P.Ad-00962,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec20_H08,P.Ad-00963,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec20_H09,P.Ad-00964,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,481.958891,500,D
Plec20_H10,P.Ad-00965,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec20_H11,P.Ad-00966,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,481.958891,500,D
Plec21_A01,P.Ad-00967,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_A02,P.Ad-00968,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,405.4770554,420,D
Plec27_D02,P.Ad-00969,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,443.7179732,460,D
Plec21_A03,P.Ad-00970,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,424.5975143,440,D
Plec21_A04,P.Ad-00971,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_A05,P.Ad-00972,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,539.3202677,560,D
Plec21_A06,P.Ad-00973,09/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,625.3623327,650,D
Plec21_A07,P.Ad-00974,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec29_G03,P.Ad-00975,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,720.9646272,750,D
Plec21_A08,P.Ad-00976,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec27_D03,P.Ad-00977,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec21_A09,P.Ad-00978,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_A10,P.Ad-00979,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec21_A12,P.Ad-00981,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_B01,P.Ad-00982,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec27_D04,P.Ad-00983,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_B02,P.Ad-00984,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec27_D05,P.Ad-00985,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_B03,P.Ad-00986,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec27_D06,P.Ad-00988,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec21_B05,P.Ad-00989,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec27_D07,P.Ad-00990,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_B06,P.Ad-00991,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_B07,P.Ad-00992,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec27_D08,P.Ad-00993,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_B08,P.Ad-00994,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_B09,P.Ad-00995,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_B10,P.Ad-00996,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec27_D09,P.Ad-00997,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_B11,P.Ad-00998,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec27_D10,P.Ad-01000,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec21_C01,P.Ad-01001,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec21_C02,P.Ad-01002,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec27_D11,P.Ad-01003,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec21_C03,P.Ad-01004,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec21_C04,P.Ad-01005,10/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec21_C05,P.Ad-01007,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_C06,P.Ad-01008,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_C07,P.Ad-01009,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec27_E01,P.Ad-01010,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_C08,P.Ad-01011,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec21_C09,P.Ad-01013,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec29_G04,P.Ad-01015,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_C11,P.Ad-01016,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec21_C12,P.Ad-01017,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_D01,P.Ad-01018,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_D03,P.Ad-01020,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,720.9646272,750,D
Plec21_D04,P.Ad-01021,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_D05,P.Ad-01022,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec21_D06,P.Ad-01023,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_D07,P.Ad-01024,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_D08,P.Ad-01026,11/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_D09,P.Ad-01027,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec21_D10,P.Ad-01028,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec21_D11,P.Ad-01029,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_D12,P.Ad-01030,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec21_E01,P.Ad-01031,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec21_E04,P.Ad-01035,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec27_E05,P.Ad-01036,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_E05,P.Ad-01037,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec21_E06,P.Ad-01038,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec27_E06,P.Ad-01039,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec21_E07,P.Ad-01040,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_E08,P.Ad-01041,13/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec21_E09,P.Ad-01044,14/05/2012,Keppel Islands,Wreck Bay,HPZ,P. maculatus,Adult,434.1577438,450,D
Plec21_E10,P.Ad-01045,14/05/2012,Keppel Islands,Wreck Bay,HPZ,P. maculatus,Adult,625.3623327,650,D
Plec27_G08,P.Ad-01172,14/05/2012,Keppel Islands,Wreck Bay,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec27_G09,P.Ad-01173,14/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,577.5611855,600,D
Plec27_G10,P.Ad-01174,14/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,577.5611855,600,D
Plec22_E08,P.Ad-01177,14/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,625.3623327,650,D
Plec22_E09,P.Ad-01178,14/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,434.1577438,450,D
